Date,link,title,Gender-Loose,Gender-Tight,description
6/25/14,http://www.missedinhistory.com/podcasts/the-yaa-asantewaa-war-of-independence/,The Yaa Asantewaa War of Independence,M,N,"The Asante-British war of 1900 capped about 100 years of war between Great Britain and the Asante Empire, which occupied part of what is now Ghana."
6/30/14,http://www.missedinhistory.com/podcasts/caroline-herschel-astronomys-cinderella/,Caroline Herschel: Astronomyâ€™s Cinderella,F,F,"Herschel managed to break the barrier of women in scientific fields far earlier than you might suspect, in part because of her association with her brother, and in equal measure due to her steadfast dedication to her work. <a href=http://www.missedinhistory.com/blog/missed-in-history-caroline-herschel/>Read the show notes here.</a>"
7/3/14,http://www.missedinhistory.com/podcasts/the-great-london-smog/,The Great London Smog,N,N,"London is no stranger to smog, which is why when the Great London Smog descended in December of 1952, nobody quite realized anything unusual was going on. At its largest, it extended 30 kilometers around London, and it killed thousands of people. <a href=http://www.missedinhistory.com/blog/missed-in-history-the-great-london-smog/>Read the show notes here. </a>"
7/7/14,http://www.missedinhistory.com/podcasts/suleiman-the-magnificent-and-the-siege-of-vienna/,Suleiman the Magnificent and the Siege of Vienna,M,M,"The Ottoman Empireâ€™s Suleiman the Magnificent was a head of state, a poet, a reformer of the military and a goldsmith. His reign had a significant impact on the law, literature and art of the Ottoman Empire."
7/9/14,http://www.missedinhistory.com/podcasts/the-battle-of-mons-and-the-angels-that-followed/,The Battle of Mons and the Angels That Followed,M,M,"The Battle of Mons was one of the earliest battles of World War I. In the months after the battle, stories spread that a supernatural presence had covered the British army, preventing it from being destroyed. <a href=http://www.missedinhistory.com/blog/missed-in-history-the-angel-of-mons/>Read the show notes here.</a>"
7/14/14,http://www.missedinhistory.com/podcasts/cosmetics-from-ancient-egypt-to-the-modern-world/,Cosmetics From Ancient Egypt to the Modern World,N,N,"Makeup has a rich and lengthy history that spans the globe and crosses cultures. From 10,000 B.C.E. to the 20th century, people have been using cosmetics to enhance their looks -- sometimes with unintended side effects."
7/16/14,http://www.missedinhistory.com/podcasts/the-doctors-riot-of-1788/,The Doctorsâ€™ Riot of 1788,M,M,"In the late 1700s, medical colleges needed cadavers for educational dissection, but there were no legal means for obtaining them. This led to some unorthodox dealings in the acquiring of bodies, and brought New York to a fever pitch in 1788. <a href=http://www.missedinhistory.com/blog/missed-in-history-the-doctors-riot-of-1788/> Read the show notes here. </a>"
7/21/14,http://www.missedinhistory.com/podcasts/les-filles-du-roi/,Les Filles du Roi,F,F,"While the building of a population in a new colony seems like a tricky endeavor, Franceâ€™s King Louis XIV launched a scheme to do just that by shipping eligible ladies to New France in the 1600s. <a href=http://www.missedinhistory.com/blog/missed-in-history-les-filles-du-roi/>Read the show notes here. </a>"
7/23/14,http://www.missedinhistory.com/podcasts/battle-of-blair-mountain/,Battle of Blair Mountain,M,M,"In 1921, coal miners fed up with unfair labor practices and exploitation took up arms against their employers. The resulting conflict lasted five days and has been called the biggest armed uprising on U.S. soil since the Civil War."
7/29/14,http://www.missedinhistory.com/podcasts/the-tulsa-race-riot-and-black-wall-street/,The Tulsa Race Riot and Black Wall Street,M,N,"â€œBlack Wall Streetâ€ù was a nickname for Greenwood, a vibrant suburb of Tulsa, Oklahoma, which was destroyed in a race riot in 1921. And while Greenwoodâ€™s destruction was definitely the product of racial tensions, the event was much more one-sided."
7/30/14,http://www.missedinhistory.com/podcasts/the-klondike-big-inch-land-promotion/,The Klondike Big Inch Land Promotion,N,N,"In the mid-20th century, one ad company had a wacky plan to actually dole out land deeds as part of a cereal promotion. How did they manage it? And was the land worth anything? <a href=http://www.missedinhistory.com/blog/missed-in-history-klondike-big-inch-land-promotion/>Read the show notes here.</a>"
8/4/14,http://www.missedinhistory.com/podcasts/a-brief-history-of-colors/,A Brief History of Colors,N,N,"Pigments and dyes have come from all manner of animals, vegetables and minerals. From ochre to cochineal red to the rarest of purples, color has been an important part of human life for centuries. <a href=http://www.missedinhistory.com/blog/missed-in-history-colors/>Read the show notes here.</a>"
8/6/14,http://www.missedinhistory.com/podcasts/victor-lustig-con-man-extraordinaire/,Victor Lustig: Con Man Extraordinaire,M,M,"He's most famous for selling an iconic structure he didn't own, but Robert Miller, known better by his alias Count Victor Lustig, led a life of spectacular cons, daring escapes, smooth talking and counterfeiting. <a href=http://www.missedinhistory.com/blog/missed-in-history-victor-lustig/>Read the show notes here. </a>"
8/11/14,http://www.missedinhistory.com/podcasts/the-la-scala-opera-house/,The La Scala Opera House,N,N,"The Teatro alla Scala is one of the most renowned opera houses in the world, and is Italyâ€™s crown jewel of the arts. Even if you have only a passing knowledge of opera, odds are, you know a name connected to the history of this legendary cultural hub. <a href=http://www.missedinhistory.com/blog/missed-in-history-la-scala-opera-house/>Read the show notes here.</a>"
8/13/14,http://www.missedinhistory.com/podcasts/the-discovery-of-longitude/,The Discovery of Longitude,M,N,"People knew how to find their north-south position even before we had the idea of ""latitude."" But once people lost sight of land, they didnâ€™t have reliable way of figuring out how far east or west theyâ€™d gone â€“ how to measure their longitude."
8/18/14,http://www.missedinhistory.com/podcasts/andrews-raid-or-the-great-locomotive-chase-pt-1/,"Andrewsâ€™ Raid, or: The Great Locomotive Chase Pt. 1",M,M,The Great Locomotive Chase was a very daring â€“ but very failed â€“ plot to commandeer a train and destroy a crucial stretch of railroad during the Civil War. It's a wild and fun story that covers a lot of ground as it travels around the southeastern U.S. <a href=http://www.missedinhistory.com/blog/missed-in-history-the-great-locomotive-chase/>Read the show notes here.</a>
8/20/14,http://www.missedinhistory.com/podcasts/andrews-raid-or-the-great-locomotive-chase-pt-2/,"Andrewsâ€™ Raid, or: The Great Locomotive Chase Pt. 2",M,M,"As the second part of the story picks up, James Andrews and 22 men have commandeered a northbound train in Big Shanty, Georgia. Its conductor, William Fuller, has begun chasing them on foot with two other men in a valiant effort to thwart their plot."
8/26/14,http://www.missedinhistory.com/podcasts/the-heathen-school/,The Heathen School,M,M,"The Foreign Mission School in Cornwall, Connecticut was founded with the plan that it would draw young men from world cultures, educate them, convert them to Christianity, and then send them back to their native lands to spread their new found religion. <a href=http://www.missedinhistory.com/blog/missed-in-history-the-heathen-school/>Read the show notes here.</a>"
8/27/14,http://www.missedinhistory.com/podcasts/hetty-green-the-witch-of-wall-street/,"Hetty Green, the Witch of Wall Street",F,F,"She was the wealthiest woman in the U.S., skilled when it came to amassing a fortune. But her eccentric behavior and miserly ways led to bad press and a less-than-flaterring nickname. <a href=http://www.missedinhistory.com/blog/missed-in-history-hetty-green/>Read the show notes here.</a>"
9/2/14,http://www.missedinhistory.com/podcasts/the-great-leap-forward/,The Great Leap Forward,M,N,"In the mid-20th century, Chairman Mao Zedong launched an ambitious plan to revolutionize Chinese agriculture and industry, build up the economy and turn China into a communist utopia. <a href=http://www.missedinhistory.com/blog/missed-in-history-the-great-leap-forward/>Read the show notes here.</a>"
9/4/14,http://www.missedinhistory.com/podcasts/dazzle-camouflage/,Dazzle Camouflage,M,M,"British Royal Navy lieutenant and artist Norman Wilkinson is usually credited with the idea of disruptive camouflage. But, another man, naturalist John Graham Kerr, claimed that he had the idea three years earlier. <a href=http://www.missedinhistory.com/blog/missed-in-history-dazzle-camouflage/>Read the show notes here.</a>"
9/9/14,http://www.missedinhistory.com/podcasts/the-great-famine/,The Great Famine,M,N,"In the wake of the Great Leap Forward, issues with supply and demand, variables of weather and labor and a series of poor decisions resulted in a devastating famine. For three years, China struggled, far removed from the utopia Mao had envisioned. <a href=http://www.missedinhistory.com/blog/missed-in-history-the-great-famine/>Read the show notes here.</a>"
9/10/14,http://www.missedinhistory.com/podcasts/the-father-of-dark-matter/,"Fritz Zwicky, The Father of Dark Matter",M,M,"Fritz Zwicky is often described as a genius, but also as a caustic figure. His insights into astrophysics are downright baffling, but his prickly interactions with peers were problematic to his career and his place in history."
9/16/14,http://www.missedinhistory.com/podcasts/chinas-cultural-revolution-red-guard-and-purges/,Chinaâ€™s Cultural Revolution: Red Guard and Purges,M,N,"Maoâ€™s plan to once again put China on the path to modernization was the Great Proletarian Cultural Revolution. The first phase was a very aggressive, radical series of purges and arrests that went from 1966 to 1968. <a href=http://www.missedinhistory.com/blog/missed-in-history-the-cultural-revolutions-early-years/>Read the show notes here.</a>"
9/18/14,http://www.missedinhistory.com/podcasts/chinas-cultural-revolution-rewriting-a-nation/,Chinaâ€™s Cultural Revolution: Rewriting a Nation,M,N,"In 1969, the tone and direction of the Cultural Revolution shifted dramatically. For the next seven years, until Mao Zedong's death, he tried to remake the government, and the country, after his own vision. <a href=http://www.missedinhistory.com/blog/missed-in-history-the-cultural-revolutions-later-years/> Read the show notes here.</a>"
9/23/14,http://www.missedinhistory.com/podcasts/the-lady-juliana/,The Lady Juliana,F,F,"Great Britain didn't only send criminals to Australia as punishment; they also wanted to colonize the continent. But to do that, they had to send women in addition to men. This plan involved some unsettling facts, and had some unexpected consequences. <a href=http://www.missedinhistory.com/blog/missed-in-history-the-lady-juliana/>Read the show notes here.</a>"
9/24/14,http://www.missedinhistory.com/podcasts/a-culinary-history-of-spam/,A Culinary History of Spam,N,N,"This famous Hormel Foods product was invented in the 1930s to make use of a surplus of shoulder meat from pigs. Not only was it an instant hit in the U.S., it also played a huge role in WWII and shaped the cuisines of many Pacific Island nations."
9/30/14,http://www.missedinhistory.com/podcasts/ethan-allen-part-1/,"Ethan Allen, Part 1",M,M,"Ethan Allen was a huge personality, a founder of Vermont, and an important figure in the Revolutionary War. His story also includes some fascinating side-notes, and some missteps which may account for his hazy spot in historical lore. <a href=http://www.missedinhistory.com/blog/missed-in-history-ethan-allen/>Read the show notes here.</a>"
10/1/14,http://www.missedinhistory.com/podcasts/ethan-allen-part-2/,"Ethan Allen, Part 2",M,M,"Allen's later years were marred by some unwise political alliances he made in his effort to gain independence for Vermont. After his political work cooled, he turned instead to writing, though he wasn't a hugely popular author."
10/6/14,http://www.missedinhistory.com/podcasts/the-dyatlov-pass-incident/,The Dyatlov Pass Incident,B,B,"In 1959, nine students ventured into the Ural mountains for a ski hiking trip, and never returned. While much speculation has swirled for more than half a century, no one knows for certain what caused them to abandon their camp to die in the cold."
10/8/14,http://www.missedinhistory.com/podcasts/sylvia-rivera/,Sylvia Rivera,F,F,"Transgender activist Sylvia Rivera is often compared to Rosa Parks. She became famous, in part, for participating in the Stonewall riots, and she spent her life campaigning bravely, stridently and vocally for the rights of gay and transgender people. <a href=http://www.missedinhistory.com/blog/missed-in-history-sylvia-rivera/>Read the show notes here.</a>"
10/13/14,http://www.missedinhistory.com/podcasts/bela-lugosi-part-1/,"Bela Lugosi, Part 1",M,M,"While heâ€™s mostly associated with the role of Dracula, Bela Lugosi's early life was significantly affected by WWI, the fall of the Austro-Hungarian Empire and the transition from silent film to talkies. <a href=http://www.missedinhistory.com/blog/missed-in-history-bela-lugosi/>Read the show notes here.</a>"
10/15/14,http://www.missedinhistory.com/podcasts/bela-lugosi-part-2/,"Bela Lugosi, Part 2",M,M,"While his name instantly conjures an image of the dashing, sophisticated vampire that helped spark an entire horror film genre, Lugosi really lost more than he gained from playing the role."
10/20/14,http://www.missedinhistory.com/podcasts/christina-of-sweden/,Christina of Sweden,F,F,"Christina was a smart, learned woman, but not a particularly good ruler. Her entire life was marked by being kind of a contradictory, restless character â€“ starting basically from the moment she was born. <a href=http://www.missedinhistory.com/blog/missed-in-history-christina-of-sweden/>Read the show notes here.</a>"
10/22/14,http://www.missedinhistory.com/podcasts/beast-of-gevaudan/,Beast of Gevaudan,M,M,"Attacks on women and children of Gevaudan in the 1760s sparked a huge effort to hunt and kill the mystery beast behind them. While efforts to track the animal struggled, France was gripped in terror. <a href=http://www.missedinhistory.com/blog/missed-in-history-the-beast-of-gevaudan/>Read the show notes here.</a>"
10/27/14,http://www.missedinhistory.com/podcasts/villisca-ax-murders/,Villisca Ax Murders,N,N,"In 1912, a small Iowa town was the scene of a chilling and brutal crime. Eight people were murdered in their beds by an assailant who has never been identified. <a href=http://www.missedinhistory.com/blog/missed-in-history-the-villisca-ax-murders/>Read the show notes here.</a>"
10/29/14,http://www.missedinhistory.com/podcasts/the-history-of-halloween-candy/,The History of Halloween Candy,N,N,"Candy and Halloween go hand-in-hand, but when did candy become the standard for trick-or-treating, and who invented the holiday's most famous sweet treats like candy corn? <a href=http://www.missedinhistory.com/blog/missed-in-history-halloween-candy/>Read the show notes here. </a>"
11/3/14,http://www.missedinhistory.com/podcasts/maria-tallchief/,Maria Tallchief,F,F,"This Native American dancer was the first grand ballerina of the United States. Through her partnership with famed choreographer George Balanchine, she helped shape ballet in America and served as an inspiration for artists from all backgrounds."
11/5/14,http://www.missedinhistory.com/podcasts/walter-reed/,Walter Reed,M,M,"Reed did truly groundbreaking work into the causes and prevention of yellow fever, building on a foundation of other doctors and researchers. His work impacted public health and the American militaryâ€™s ability to work in tropical locations."
11/11/14,http://www.missedinhistory.com/podcasts/the-expulsion-of-the-jews-from-spain/,The Expulsion of the Jews From Spain,B,B,"In 1492, Columbus sailed the ocean blue â€_ and Ferdinand, king of Aragon, and Isabella, queen of Castile expelled the Jews from Spain. The reasoning for this move has never been entirely clear. <a href=http://www.missedinhistory.com/blog/missed-in-history-the-expulsion-of-jews-from-spain/>Read the show notes here.</a>"
11/12/14,http://www.missedinhistory.com/podcasts/the-house-of-worth-and-the-birth-of-haute-couture/,The House of Worth and the Birth of Haute Couture,M,M,"Before Charles Worth, the idea of ready made clothes for purchase didn't really exist. Neither did the idea of a design house that showed seasonal collections. This one man's vision invented the fashion industry as we know it today."
11/17/14,http://www.missedinhistory.com/podcasts/poverty-point/,Poverty Point,N,N,"Poverty Point is a collection of earthwork mounds and ridges situated next to Bayou MaÃ§on in Louisiana. It has features that make it unique among Native American sites, and there are still many questions surrounding its purpose and construction."
11/19/14,http://www.missedinhistory.com/podcasts/the-vanishing-of-sister-aimee/,The Vanishing of Sister Aimee,F,F,"Aimee Semple McPherson was an extraordinary figure in the early 20th-century religious landscape. As an evangelist, she rose to incredible popularity in the 1920s â€_ and then vanished. <a href=http://www.missedinhistory.com/blog/missed-in-history-sister-aimee-semple-mcpherson/>Read the show notes here. </a>"
11/24/14,http://www.missedinhistory.com/podcasts/the-verreaux-brothers/,The Verreaux Brothers,M,M,Jules Verreaux and his two brothers collected an impressive array of flora and fauna specimens from around the world for placement with museums and collectors. They also did some really unsavory things that had long-term ramifications.
11/26/14,http://www.missedinhistory.com/podcasts/the-sinking-of-the-s-5/,The Sinking of the S-5,M,M,"1920, the S-5 left the Boston Navy Yard on its first mission, with a crew of 36 officers and enlisted men. While performing a crash dive as part of a performance evaluation, the crew found themselves on a sinking vessel. <a href=http://www.missedinhistory.com/blog/missed-in-history-the-s-5/>Read the show notes here.</a>"
12/1/14,http://www.missedinhistory.com/podcasts/henry-hudson-part-1/,"Henry Hudson, Part 1",M,M,"Henry Hudson's voyages have all the makings of a juicy story: maritime exploration, horrible treatment of indigenous peoples, treacherous waters, treacherous shipmen, a mercenary switch in loyalties to countries, mutiny -- even a mermaid sighting."
12/3/14,http://www.missedinhistory.com/podcasts/henry-hudson-part-2/,"Henry Hudson, Part 2",M,M,"This episode picks up in the middle of Hudson's third voyage, as the Half Moon is making its way down North America's east coast. As Hudson doggedly pursues the idea of a northern sea route from Europe to Asia, he makes a number of poor decisions."
12/8/14,http://www.missedinhistory.com/podcasts/the-iroquois-theater-fire/,The Iroquois Theater Fire,M,N,"In 1903, Chicagoâ€™s newly-opened Iroquois Theater burned, killing at least 600 people. The horrible, incredibly tragic incident was the result of multiple code violations and wrongdoings."
12/10/14,http://www.missedinhistory.com/podcasts/the-lost-roman-legion/,The Lost Roman Legion,M,M,"The story of the Ninth Legion is a favorite among history fans who love a good mystery. But is there really any mystery here, or is the story of their fate more mundane? <a href=http://www.missedinhistory.com/blog/missed-in-history-the-lost-9th-roman-legion/>Read the show notes here.</a>"
12/15/14,http://www.missedinhistory.com/podcasts/the-great-hedge/,The Great Hedge,M,N,"For most of Indiaâ€™s recorded history, salt has been both abundant and subject to taxation. This continued to be the case after the British East India Companyâ€™s arrival in India, and eventually led to the cultivation of a hedge to prevent salt smuggling."
12/17/14,http://www.missedinhistory.com/podcasts/nome-serum-run/,Nome Serum Run,M,M,"In 1925, a diphtheria outbreak in Nome, Alaska put a community in grave danger -- without the proper supplies to fight the disease. A daring sled-dog relay was mounted to deliver needed medicine to small community and their only doctor. <a href=http://www.missedinhistory.com/blog/missed-in-history-the-nome-serum-run/>Read the show notes here.</a>"
12/22/14,http://www.missedinhistory.com/podcasts/christmas-tree-ship/,Christmas Tree Ship,M,M,"Itâ€™s a Christmas episode, a shipwreck and a ghost story rolled into one! Itâ€™s the story of the the Rouse Simmons, which sank in Lake Michigan while hauling a load of Christmas trees to Chicago."
12/24/14,http://www.missedinhistory.com/podcasts/eggnog-riot/,Eggnog Riot,M,M,"In 1826, liquor was forbidden at the United States Military Academy in West Point, New York. Cadets smuggled alcohol into the barracks anyway, and a defiant Christmas party turned into a riot when two officers attempted to break up the festivities. <a href=http://www.missedinhistory.com/blog/missed-in-history-the-egg-nog-riot/>Read the show notes here.</a>"
12/29/14,http://www.missedinhistory.com/podcasts/unearthed-franklins-lost-expedition/,Unearthed! Franklinâ€™s Lost Expedition,M,M,"On September 1, 2014, a team of searchers discovered artifacts from the Franklin Expedition. Over the course of seven dives, additional artifacts from the Erebus were recovered. <a href=http://www.missedinhistory.com/blog/missed-in-history-unearthed-franklins-lost-expedition/>Read the show notes here.</a>"
12/31/14,http://www.missedinhistory.com/podcasts/unearthed-stonehenge/,Unearthed! Stonehenge,M,N,"When news about new findings at the Stonehenge site broke late in 2014, it seemed like time to update the original Stonehenge episode. But then it turned out, there wasn't an existing episode about this famous ruin. <a href=http://www.missedinhistory.com/blog/missed-in-history-unearthed-stonehenge/>Read the show notes here. </a>"
1/5/15,http://www.missedinhistory.com/podcasts/unearthed-in-2014-part-1/,Unearthed in 2014! Part 1,N,N,"Itâ€™s time to look at some of the stuff that was literally or figuratively dug up in 2014. This episode includes: connections to past episodes, some extreme serendipity, shipwrecks, a couple of Holocaust-related unearthings, and lots of Oldest Things Ever."
1/7/15,http://www.missedinhistory.com/podcasts/unearthed-in-2014-part-2/,Unearthed in 2014! Part 2,N,N,"More of the 2014 history news roundup! This time out: Weâ€™ve got several assorted things that didnâ€™t really fit any other category, followed by medical unearthings, food and drinks, literature and letters, and everyoneâ€™s favorite category, EXHUMATIONS."
1/12/15,http://www.missedinhistory.com/podcasts/year-without-a-summer/,Year Without a Summer,N,N,"In 1816, a volcano eruption in Sumbawa, Indonesia, along with several other factors, created an unusual -- and catastrophic -- series of weather events. <a href=http://www.missedinhistory.com/blog/missed-in-history-the-year-without-a-summer/>Read the show notes here.</a>"
1/14/15,http://www.missedinhistory.com/podcasts/the-dark-legacy-of-sea-monkeys/,The Dark Legacy of Sea Monkeys,M,N,"Despite all the fun cartoons on the packaging featuring tiny humanoid sea creatures having wacky fun and wearing clothes, Sea Monkeys are just brine shrimp. But the story of Sea Monkeys and their inventor is actually pretty surprising -- and quite dark."
1/20/15,http://www.missedinhistory.com/podcasts/antoni-gaudi-part-1/,"Antoni Gaudi, Part 1",M,M,"You probably know Gaudiâ€™s work, even if you donâ€™t recognize his name. His distinctive architecture is featured throughout Barcelona. But his life started humbly, as the son of a Reus coppersmith."
1/21/15,http://www.missedinhistory.com/podcasts/antoni-gaudi-part-2/,"Antoni Gaudi, Part 2",M,M,"Once Gaudi's work was displayed at the 1878 Paris World's Fair, his career took off. Through his connections to industrialist Eusebi GÃ_ell and architect Joan Martorell, Gaudi was given opportunities to work on impressive projects that are now his legacy."
1/26/15,http://www.missedinhistory.com/podcasts/the-glamorous-strongwoman/,The Glamorous Strongwoman,F,F,"From an early age, Katie Sandwina wowed crowds, first as a wrestling act and then exclusively as professional strongwoman. During a time when women's suffrage was a hot button issue, she cultivated an image of a perfectly feminine powerhouse."
1/28/15,http://www.missedinhistory.com/podcasts/the-ghost-army/,The Ghost Army,M,M,"During WWII, the U.S. Army formed a top-secret military unit with one goal: Use artistic and theatrical skills to confuse the enemy. The 23rd Headquarters Special Troops turned their creativity into incredible strategic trickery. <a href=http://www.missedinhistory.com/blog/missed-in-history-the-ghost-army/>Read the show notes here.</a>"
2/2/15,http://www.missedinhistory.com/podcasts/the-catalpa-and-the-fremantle-six/,The Catalpa and the Fremantle Six,M,M,"An international jailbreak! In the 1860s, a crew from the United States mounted a mission to Western Australia to rescue imprisoned members of the Irish Republican Brotherhood who had been imprisoned by Great Britain."
2/4/15,http://www.missedinhistory.com/podcasts/six-impossible-episodes/,Six Impossible Episodes,N,N,"A handful of our most-requested podcast topics that don't have enough solid research for a whole show: Stagecoach Mary, Edward Mordrake, Robert the Haunted Doll, the London Beer Flood, the Lost Army of Cambyses and La Maupin all get time in the spotlight. <a href=http://www.missedinhistory.com/blog/missed-in-history-six-impossible-episodes/>Read the show notes here.</a>"
2/9/15,http://www.missedinhistory.com/podcasts/the-history-of-narcolepsy-part-1/,"The History of Narcolepsy, Part 1",N,N,"People were experiencing sleep disorders long before they were studied to the degree they are now. The first European account of narcolepsy appeared in the 1600s, but it would be well into the 19th century before the condition was researched."
2/11/15,http://www.missedinhistory.com/podcasts/the-history-of-narcolepsy-part-2/,"The History of Narcolepsy, Part 2",M,N,"Once several cases of narcolepsy were documented in the late 1880s, study of the condition became more common. But it was well into the 20th century before sleep scientists really began to unlock some of the secrets of narcolepsy."
2/17/15,http://www.missedinhistory.com/podcasts/plessy-v-ferguson/,Plessy v. Ferguson,M,M,The ruling in this infamous U.S. Supreme Court case stated that segregation was legal as long as the separate facilities were equal. But most people are more familiar with the name of the case than with the actual events that transpired around it.
2/18/15,http://www.missedinhistory.com/podcasts/the-father-of-plastics/,"Leo Bakeland, The Father of Plastics",M,M,"Dr. Leo Baekeland, the inventor of the first synthetic plastic, was a wealthy man at a young age thanks to his innovation in photograph developing. But it was his work with phenol and formaldehyde that would help usher in the age of plastics."
2/23/15,http://www.missedinhistory.com/podcasts/the-road-to-brown-v-board/,The Road to Brown v. Board,M,M,It would be next to impossible to have ever had a class on American history or the American Civil Rights Movement and not heard about Brown v. Board. But the case is much more complicated than just one child in one segregated school system.
2/25/15,http://www.missedinhistory.com/podcasts/the-aftermath-of-brown-v-board/,The Aftermath of Brown v. Board,M,M,"Though the Brown v. Board ruling overturned Plessy v. Ferguson, it didn't suddenly solve the segregation problem and end racism in the United States."
3/2/15,http://www.missedinhistory.com/podcasts/codex-gigas/,Codex Gigas,M,M,"This massive medieval manuscript, nicknamed â€œThe Devilâ€™s Bible,â€ù contains multiple lengthy entries, a few shorter pieces, and several illustrations. Written by a single scribe, the Codex Gigas is often sensationalized in stories about its creation."
3/4/15,http://www.missedinhistory.com/podcasts/artemisia-gentileschi/,Artemisia Gentileschi,F,F,"She's often called the greatest female painter of the Baroque period, though there were only a few to compare her to. Her work is extraordinary, and reflects the influences of her father Orazio Gentileschi and Caravaggio."
3/9/15,http://www.missedinhistory.com/podcasts/the-night-witches/,The Night Witches,F,F,"The Night Witches were an all-female bombing regiment in the Soviet Air Force. Flying biplanes meant for dusting crops and training new recruits, they dropped 23,000 tons of bombs on German forces in WWII. <a href=http://www.missedinhistory.com/blog/missed-in-history-night-witches/>Read the show notes here.</a>"
3/11/15,http://www.missedinhistory.com/podcasts/hartford-circus-fire/,Hartford Circus Fire,M,N,"In 1944, one of the most disastrous fires in U.S. history broke out during a Ringling Bros. and Barnum & Bailey Circus performance. Dozens of lives were lost and hundreds of people were injured as the largest big top in the country was consumed by flames."
3/16/15,http://www.missedinhistory.com/podcasts/king-djoser-and-egypts-first-pyramid/,King Djoser and Egyptâ€™s First Pyramid,M,M,"The pyramids at Giza are iconic Egyptian landmarks, but they weren't the first to appear. Djoser and his vizier Imhotep are credited with starting the pyramid trend."
3/18/15,http://www.missedinhistory.com/podcasts/dr-vera-peters/,Dr. Vera Peters,F,F,"Dr. Peters helped revolutionize the treatment of both breast cancer and Hodgkinâ€™s lymphoma. But, at the time, her work was largely dismissed. <a href=http://www.missedinhistory.com/blog/missed-in-history-dr-vera-peters/>Read the show notes here. </a>"
3/23/15,http://www.missedinhistory.com/podcasts/the-history-of-carousels/,The History of Carousels,M,M,"Carousels are part of childhood, but they were originally billed as an entertainment for adults and children alike. And even further back than that, it's believed that they were used to train horsemen."
3/25/15,http://www.missedinhistory.com/podcasts/p-a-r-c-mills-and-special-education/,"P.A.R.C., Mills and Special Education",M,M,"Until 1975, children with disabilities in the U.S. werenâ€™t guaranteed the right to a public education. The ruling in Brown v. Board sparked a series of cases related to children who had been segregated or restricted from schools based on disabilities."
3/30/15,http://www.missedinhistory.com/podcasts/the-great-moon-hoax-of-1835-part-1/,"The Great Moon Hoax of 1835, Part 1",M,M,"In August 1835, the New York Sun ran a series about some utterly mind-blowing discoveries made by Sir John Herschel about the lunar surface. The serial had everything: moon poppies, goat-like unicorns, lunar beavers and even bat people."
4/1/15,http://www.missedinhistory.com/podcasts/the-great-moon-hoax-of-1835-part-2/,"The Great Moon Hoax of 1835, Part 2",M,M,"As the New York Sun's series of astonishing moon discoveries concluded, most people recognized that it was a hoax. But what made people buy into the tall tale in the first place? <a href=http://www.missedinhistory.com/blog/missed-in-history-the-great-moon-hoax/>Read the show notes here.</a>"
4/6/15,http://www.missedinhistory.com/podcasts/immigration-history-lower-east-side-tenement-museum-part-1/,"Immigration History: Lower East Side Tenement Museum, Part 1",N,N,"The U.S. is, at its heart, a nation of immigrants. The Lower East Side Tenement Museum works to preserve the history of many families who left their home countries to start lives in New York. <a href=http://www.missedinhistory.com/blog/missed-in-history-the-tenement-museum-part-1/>Read the show notes here.</a>"
4/8/15,http://www.missedinhistory.com/podcasts/immigration-history-lower-east-side-tenement-museum-part-2/,"Immigration History: Lower East Side Tenement Museum, Part 2",N,N,The second half of our interview with Dr. Annie Polland from the Lower East Side Tenement Museum focuses on specific figures in the building's history and ongoing research and expansion projects.
4/13/15,http://www.missedinhistory.com/podcasts/the-lady-who-turned-to-soap/,The Lady Who Turned to Soap,F,N,"Saponification is the process of turning to soap, and in certain conditions, cadavers do it. The Soap Lady is one of the most famous cases of an adipocere-covered corpse, but there are many like her."
4/15/15,http://www.missedinhistory.com/podcasts/s-a-andree-and-the-1897-north-pole-balloon-mission/,S.A. AndrÃ©e and the 1897 North Pole Balloon Mission,M,M,"AndrÃ©e hoped to succeed in reaching the North Pole where others had failed by doing it by air. With a seemingly endless positivity, he and two other men hoped to earn bragging rights for Sweden by reaching the pole."
4/20/15,http://www.missedinhistory.com/podcasts/the-sham-battle-and-the-cochecho-massacre/,The Sham Battle and the Cochecho Massacre,M,M,"It was half performance for the British troops, and half actual sham, and it led to an attack on Dover by the Pennacook tribe in 1689."
4/22/15,http://www.missedinhistory.com/podcasts/the-sutherland-sisters/,The Sutherland Sisters,F,F,"In the late 1800s, seven sisters with musical talent and incredibly long hair made waves in the circus and on the stage. They made millions as performers and haircare product moguls, but their personal lives were plagued with eccentricity."
4/27/15,http://www.missedinhistory.com/podcasts/louisa-may-alcott/,Louisa May Alcott,F,F,"Once you examine Louisa May Alcott's life story, the inspirations for her writing become clear. But while she had some things in common with her most famous heroine, a lot sets her apart from Jo March. <a href=http://www.missedinhistory.com/blog/missed-in-history-louisa-may-alcott/>Read the show notes here.</a>"
4/29/15,http://www.missedinhistory.com/podcasts/two-other-alcotts-bronson-and-may/,Two Other Alcotts: Bronson and May,B,B,"Louisa was not the only notable Alcott. Her father, Bronson Alcott, made a name for himself as a philosopher and a teacher. And her youngest sister, May Alcott, was an artist, who was really growing in prominence before she died at an early age."
