Date,link,title,Gender-Loose,Gender-Tight,description
3/27/13,http://www.missedinhistory.com/podcasts/the-contentious-invention-of-the-sewing-machine/,The Contentious Invention of the Sewing Machine,M,M,"The mechanization of stitching happened by way a series of inventions, several of which finally came together. Though Elias Howe is often credited with inventing the sewing machine, his invention had more to do with the combination of existing ideas."
3/29/13,http://www.missedinhistory.com/podcasts/emu-war-of-1932/,Emu War of 1932,m,M,"After World War I, Australian and British soldiers moved to rural Australia. In 1932, about 20,000 emus began making their way through Campion and Walgoolan, severely damaging wheat farms. The military tried to help, but may have just made things worse."
4/1/13,http://www.missedinhistory.com/podcasts/australias-rabbit-proof-fence/,Australiaâ€™s Rabbit-proof Fence,N,N,"Many English settlers brought animals and plants to Australia, including rabbits. The rabbit population exploded, and rabbit-controlling fences were started by the 1880s. Work on the State Barrier Fence began in 1901, and it's still maintained today."
4/3/13,http://www.missedinhistory.com/podcasts/albert-j-tirrell-the-first-sleepwalking-killer/,"Albert J. Tirrell, the First Sleepwalking Killer",M,M,"On Oct. 27, 1845 Mary Ann Bickfordâ€™s body was found in her Boston boardinghouse room. Her paramour Albert J. Tirrell was eventually charged with murder. Tirrell hired Rufus Choate to defend him, and Choate claimed his client had episodes of somnambulism."
4/8/13,http://www.missedinhistory.com/podcasts/the-origin-of-cheeses/,The Origin of Cheeses,N,N,"Cheese has been around for more than 9,000 years. But how did humans learn to make it? Journey with Tracy and Holly to ancient Anatolia, where, people had begun to store milk in pottery and take other steps that set the stage for this delicious invention."
4/10/13,http://www.missedinhistory.com/podcasts/the-story-of-happy-birthday-to-you/,The Story of â€˜Happy Birthday to Youâ€™,F,F,"When teachers Mildred and Patty Hill's song â€œGood Morning to Allâ€ù was published in 1893, there was no public performance right for songs. After the tune was paired with the birthday lyrics, its popularity soared and sparked a tremendous copyright battle."
4/15/13,http://www.missedinhistory.com/podcasts/loving-v-virginia-part-1/,"Loving v. Virginia, Part 1",B,B,"Mildred and Richard Loving's relationship went all the way to the U.S. Supreme Court when they were arrested for breaking Virginiaâ€™s anti-miscegenation laws. On June 20, 1963, Mildred wrote a letter to the ACLU asking for help. Tune in to learn more."
4/17/13,http://www.missedinhistory.com/podcasts/loving-v-virginia-part-2/,"Loving v. Virginia, Part 2",B,B,"Mildred and Richard Loving's relationship went all the way to the U.S. Supreme Court when they were arrested for breaking Virginiaâ€™s anti-miscegenation laws. On June 20, 1963, Mildred wrote a letter to the ACLU asking for help. Tune in to learn more."
4/22/13,http://www.missedinhistory.com/podcasts/johann-beringers-fossils/,Johann Beringerâ€™s Fossils,M,M,"In 1725, Beringer was the University of WÃ_rzburg's chair of natural history and chief physician to the prince bishop. He was also unpopular, and some of his colleagues sought to discredit him. There are two versions of the story -- but which is true?"
4/24/13,http://www.missedinhistory.com/podcasts/the-princess-who-swallowed-a-glass-piano/,The Princess who Swallowed a Glass Piano,F,F,"Princess Alexandra Amelie of Bavaria was part of the House of Wittelsbach. The princess was frail, and she exhibited unusual behavior. She told her parents that she had swallowed a glass piano as a child, and was afraid that she would shatter."
4/29/13,http://www.missedinhistory.com/podcasts/sarah-emma-edmonds-civil-war-spy/,"Sarah Emma Edmonds, Civil War Spy",F,F,"Though she was Canadian, Sarah Emma Edmonds fought for the Union during the Civil War. She adopted the name Franklin Thompson while traveling. Disguised as a man, she enlisted and began a career as a nurse, courier and spy (if you believe her memoir)."
5/1/13,http://www.missedinhistory.com/podcasts/stede-bonnet-the-gentleman-pirate/,"Stede Bonnet, the Gentleman Pirate",M,M,"In 1717, Stede Bonnet left his family and became a pirate. Despite having no seafaring experience, Bonnetâ€™s brief career as a pirate was eventful, including a stint aboard Blackbeardâ€™s ship and raids along the Atlantic coast of North America."
5/6/13,http://www.missedinhistory.com/podcasts/the-hindenburg-disaster/,The Hindenburg Disaster,M,M,"The Hindenburg tragedy is one of the worldâ€™s most infamous air disasters, but the dirigible had many successful flights prior to its final voyage, including 10 round trips between Germany and the U.S. Tune in to learn more."
5/8/13,http://www.missedinhistory.com/podcasts/here-kitty-kitty-the-domestication-of-the-cat/,"Here, Kitty Kitty: The Domestication of the Cat",N,N,"The human culture shift to an agricultural lifestyle started the domestication of animals. Cats naturally moved in to help with rodents. Today, there are 600 million cats living with humans, and another estimated 600 million living independent of people."
5/13/13,http://www.missedinhistory.com/podcasts/cannibalism-at-jamestown/,Cannibalism at Jamestown,M,N,"On May 1, 2013, forensic evidence confirmed what survivors had reported: Colonists at Jamestown resorted to cannibalism during the winter of 1609-1610, known as the Starving Time. But the colony of Jamestown was troubled from the start."
5/15/13,http://www.missedinhistory.com/podcasts/chinas-empress-dowager-cixi/,Chinaâ€™s Empress Dowager Cixi,F,F,"After becoming a concubine for Emperor Xianfeng at the age of 16, Cixi rose to power when he died and her young son inherited the throne. She governed China from behind a screen for more than 45 years, and eventually sealed the fate of the Qing Dynasty."
5/20/13,http://www.missedinhistory.com/podcasts/indias-karni-mata-rat-temple/,Indiaâ€™s Karni Mata Rat Temple,F,N,"Though it's most famous for its rats, the story of this temple starts with Hindu goddess Durga and Karni Mata, a 15th-century mystic believed to be her incarnation. The reason for the rats in Karni Mata's temple is a combination of legend and devotion."
5/22/13,http://www.missedinhistory.com/podcasts/russias-vladimir-the-great/,Russiaâ€™s Vladimir the Great,M,M,"""Vladimir I is often credited with bringing Christianity to Russia, though he actually embraced paganism first as Grand Prince of Kievan Rus. Wishing to unite Russia under one religion, Vladimir changed the spiritual path of his country forever.
"""
5/27/13,http://www.missedinhistory.com/podcasts/heaven-on-earth-the-brook-farm-community/,Heaven on Earth: the Brook Farm Community,M,M,"In the 1840s, Bostonâ€™s West Roxbury suburb -- which was completely rural at the time -- was home to an experiment in transcendentalist utopian living: the Brook Farm community. The idea was to create an environment of balance and equality."
5/28/13,http://www.missedinhistory.com/podcasts/boxer-rebellion/,Boxer Rebellion,M,M,"""It was a culture clash of epic proportions. The Boxer Rebellion, also called the Boxer Uprising, was a gruesome, violent slaughter of Chinese Christians and foreigners â€“ followed by a gruesome, violent slaughter of the Boxers.
"""
6/3/13,http://www.missedinhistory.com/podcasts/the-phoenician-alphabet/,The Phoenician Alphabet,N,N,"The Phoenicians were great ship-builders, sailors and textile experts. But they're most known for developing the alphabet that many modern alphabets are descended from. What drove a merchant culture to switch from cuneiform to a new writing system?"
6/5/13,http://www.missedinhistory.com/podcasts/who-was-the-real-robin-hood/,Who was the real Robin Hood?,M,M,"Robin Hood-style characters have been showing up in literature since the 14th century. Historians disagree about whether there was any truth to the legend, and we're wondering: Was Robin Hood real, and if so, who was he?"
6/10/13,http://www.missedinhistory.com/podcasts/benjamin-banneker/,Benjamin Banneker,m,M,"Despite having almost no official schooling and being a man of color in Colonial America, Benjamin Banneker turned out to be such an accomplished scholar that schools and professorships are named after him today."
6/11/13,http://www.missedinhistory.com/podcasts/paul-poiret/,Paul Poiret,M,M,"French designer Paul Poiret's work, which was often avante-garde, changed the fashion world in significant ways. He got rid of corsets, introduced the concept of lifestyle branding, and used draping rather that tailoring to create his dramatic designs."
6/17/13,http://www.missedinhistory.com/podcasts/the-irish-potato-famine-an-unnatural-disaster-pt-1/,"The Irish Potato Famine: An Unnatural Disaster, Pt. 1",N,N,"The history lesson kids often get on the Irish Potato Famine could be summed up as â€œa blight destroyed the potato crops, and a lot of people starved or moved away.â€ù Most kids ask, â€œWhy didnâ€™t they eat something else?â€ù Good question."
6/19/13,http://www.missedinhistory.com/podcasts/the-irish-potato-famine-an-unnatural-disaster-pt-2/,"The Irish Potato Famine: An Unnatural Disaster, Pt. 2",N,N,"In the mid-1800s, the poorest people in Ireland ate almost nothing but potatoes. Other crops were for selling. So when a blight cut a swath through the potato crop, the impact was severe, and politics played a significant role in the tragedy."
6/24/13,http://www.missedinhistory.com/podcasts/the-cursed-mary-celeste/,The Cursed Mary Celeste,M,B,"Sheâ€™s often referred to as a cursed ghost ship. The history of the Mary Celeste features one unfortunate incident after another. While this vessel is most famous for an incident involving a disappearing crew, there's much more to the life of this brig."
6/26/13,http://www.missedinhistory.com/podcasts/five-historical-robots/,Five Historical Robots,M,N,"Long before Czech playwright Karel Capek coined the term â€œrobotâ€ù in his 1920 play â€œR.U.R.,â€ù mechanized creations -- automata -- were being created without electronics or computers. Many were simple, but they paved the way for the robots of today."
7/1/13,http://www.missedinhistory.com/podcasts/john-harvey-kellogg/,John Harvey Kellogg,M,M,"While his last name is famous for breakfast cereal, John Harvey Kellogg was a 19th-century doctor with some unique (and groundbreaking) beliefs about health and wellness.His Battle Creek Sanitarium was home to anything but treatment as usual."
